"PID","小票数","平均每单金额","年龄","性别.男性为1","香烟购买量","鲜食购买量","包装水购买量","茶饮料购买量","碳酸饮料购买量","冰淇淋购买量","酸奶/酸味奶购买量","肉食小食购买量","即食类主食购买量","啤酒购买量","牛奶购买量","糖果购买量","功能性饮料购买量","膨化食品购买量","糕点购买量","饼干购买量","熟食肉制品购买量","果蔬汁购买量","亚洲传统饮料购买量","卫生用品购买量"
"262f2cc7-1009-11e8-a677-0a58ac13001a",3,8.86666666666667,37,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"2719a18c-3603-11e8-9597-0a58ac13009d",2,4.5,18,"1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2748c9fa-72f1-11e8-9876-0a58ac13065a",2,5,45,"1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2859f8ba-48df-4cb9-b00f-8077ac20c616",4,9.95,33,"1",2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"28da2c29-4868-11e8-b4f6-0a58ac130522",2,14.25,15,"0",0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"29608087-837e-11e8-b148-0a58ac1303f0",2,5.75,21,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29a6aa3c-f663-41aa-a8e9-2dc650a2be35",2,5.75,25,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0
"29b4ec7e-9310-11e8-8224-0a58ac1305b1",2,20.25,29,"1",1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"29bff7b7-4ebc-11e8-837e-0a58ac130356",3,14.1666666666667,37,"0",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29eb34ea-3084-4855-9a68-22b3b99740be",2,11.5,28,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"29eb8812-0a17-11e8-90ae-0a58ac130242",3,9.56666666666667,32,"1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2a78a22c-4d46-11e8-b7db-0a58ac130522",2,7,28,"1",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2ad2a2f3-f2d2-4a64-9a7d-880c6d139a75",4,38.575,42,"0",5,0,0,2,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0
"2b03a0a2-2c93-11e8-84b7-0a58ac13027e",3,3.25,22,"1",0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"2b2124fe-3ae2-11e8-85da-0a58ac130136",2,9.25,21,"0",0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2b34c783-243c-4041-891b-9d114d1a59b1",2,1,15,"1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"2c6ec196-4b74-11e8-b667-0a58ac130522",2,7.75,21,"0",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2c90620a-3276-11e8-b243-0a58ac130054",3,20,23,"1",2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2cac1cf1-9a5a-4ebb-9355-ceebd0348188",2,10.95,39,"1",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2d1bc078-e323-4e1f-b873-560d8e41c36d",2,3.25,29,"1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d3322d2-20f1-472c-8faf-f47b3669f101",2,32.8999995,29,"0",0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0
"2dd12b4c-5e94-11e8-ab84-0a58ac13062f",3,9,25,"1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2e05f4d6-3501-11e8-950b-0a58ac13009d",5,28.62,27,"1",2,0,0,1,1,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0
"2e076ec5-db99-4e52-b05d-e391d57e81af",3,11.9333333333333,20,"1",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2e0d9945-3b51-4d72-b43e-abc3a9c4635a",2,22.9,51,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"2e2f53a7-0ec1-11e8-a65d-0a58ac13001a",3,9.33333333333333,30,"1",0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2e38d5f2-4aa8-11e8-9c96-0a58ac1300da",2,24.5,24,"1",0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0
"2e6f6850-3faa-11e8-b615-0a58ac130503",2,4.5,15,"1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2e940829-8b18-45db-aad3-9e6f659a31b2",4,7.475,55,"0",0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"2e998560-008d-44ac-ba21-16dd3b09b2b1",2,14.5,31,"0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2eb980d9-7a19-11e8-968c-0a58ac130661",2,19.75,33,"1",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2ec9f1d6-41fa-11e8-b227-0a58ac130517",3,13.5999996666667,18,"0",0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2eefdb57-7643-41f1-9892-ad455dff645e",2,5.75,23,"0",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2f16d1f8-db26-49da-b7d3-ca5aa865d18e",3,5.5,33,"1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2f66d271-94a1-4ba7-a817-729b1ab8b38f",2,10.75,47,"1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2f970fa4-515e-4d19-a267-f64bd8f05a45",2,8.5,34,"0",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"2f9df8ee-2a1b-11e8-84e6-0a58ac13027d",2,13,42,"1",0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
"2fb859e8-8a6e-11e8-b567-0a58ac1305b1",4,10.45,26,"0",0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0
"2ff614ad-1194-11e8-a693-0a58ac13001a",2,11,30,"1",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"30596169-49e3-11e8-b57c-0a58ac130522",2,6.15,44,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307117e6-0e19-4d67-9e7b-88a4855c9f37",2,5.75,29,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30856f4b-68f1-4ee4-be6d-4f008613bac6",2,2.3,21,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"308a512e-8766-11e8-941b-0a58ac13066c",2,9.5,56,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30a9fcef-93eb-403e-95df-2fd4b86f4065",2,11,35,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30d2401a-4dfc-11e8-8365-0a58ac130356",2,6,57,"0",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30f5ac2f-84d8-4f14-bd5d-e66fe6aeaa87",2,7,33,"0",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"314ca19b-c44e-4c0e-a1c1-3737f3a9eda9",2,5.25,63,"1",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"3156b5a1-1789-4ac7-b560-ce4e74a39bcf",2,2,20,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316d8450-dc43-4910-9df6-d70b105c0b0c",2,19.25,55,"1",1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"31e2225f-93d4-11e8-834a-0a58ac1305b1",3,15.4666666666667,30,"0",0,3,3,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"3223f011-4a70-48ad-83e2-ad03fc944c67",2,6.75,38,"1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"322c37df-72e1-4726-8f07-5b6c291fb2c1",3,7.96666666666667,21,"0",0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
"32c0b683-2526-11e8-ae6d-0a58ac130028",2,18.45,20,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32d42fb3-3274-11e8-b241-0a58ac130054",2,5.45,35,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"32d71ba0-6307-11e8-8661-0a58ac1303b3",2,18,57,"1",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"3305c22e-5842-428d-8d9a-f9d45d5965e9",2,11.4,39,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"34924450-2b78-4e07-a3df-ecc1fbf61653",2,20,30,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"34fb4966-a338-4297-9b96-87625b2ce054",4,8.1,20,"1",0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0
"352e396f-8380-11e8-b148-0a58ac1303f0",2,13,47,"0",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"3577f772-61a4-11e8-aa96-0a58ac13039c",3,12.8333333333333,29,"1",1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0
"357ffa42-db72-411b-abeb-f78bfa909f4d",2,3.75,38,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3597724d-5361-4727-aed6-e1d7677ed6a2",3,38,26,"0",8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35c0e58e-8b56-11e8-b6e5-0a58ac1305b1",2,7,31,"0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3620e513-53d8-11e8-ba50-0a58ac13035b",2,18.125,56,"1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"36b342d6-9173-11e8-8019-0a58ac1305b1",2,13.5,52,"0",0,1,2,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
"36c134b2-1aa0-42ae-8a10-8dbb473cf3f9",2,12.7,43,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"36c188a2-4caf-11e8-b752-0a58ac130522",3,60,28,"1",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"36d145d2-3fcf-4ef5-bb68-02207ef50706",2,22,48,"1",0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36f888bb-2473-4e0f-86a9-03b635769e2e",2,6,33,"1",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"37010ae9-6bb1-486d-97a0-2b42202155b1",2,3.5,53,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37901a08-50c7-11e8-83cc-0a58ac130356",2,3.5,22,"0",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"37aafb1a-1406-11e8-a6c9-0a58ac13001a",2,13.5,26,"1",0,0,0,1,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0
"37adfdb1-dde6-499a-9400-78fb76c7bf44",2,7.8,25,"0",0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"381346d1-29c9-11e8-b1df-0a58ac13027d",3,12.6666666666667,45,"1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38f76da1-0b31-11e8-802c-0a58ac13000c",3,10.8333333333333,21,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38f870d8-4699-11e8-b10a-0a58ac130519",2,4.4,26,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"399723a8-3218-11e8-a0f7-0a58ac130032",2,5.25,35,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"399df02c-50f7-11e8-83d7-0a58ac130356",2,18,53,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39a7e1a5-b297-464a-a878-390d6445d314",2,10,35,"1",0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"3a22e5a7-3ea9-11e8-b5ee-0a58ac130503",4,9.875,18,"0",1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3a4af077-94a9-11e8-853b-0a58ac1305b1",2,10.75,21,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3a8a694b-448e-11e8-b010-0a58ac130519",2,5.4,33,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3aa22a90-7b68-41ba-94ea-f0bca8fe779f",2,5,31,"0",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3acfdbf6-2062-11e8-bc59-0a58ac130020",4,2.75,27,"0",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3b6f1a8b-cdad-4330-96fd-1b2722bcd7a6",2,26.35,58,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"3b71d9a1-0bd4-11e8-b205-0a58ac130012",2,8.25,27,"1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b7c0244-4ff0-11e8-83a9-0a58ac130356",2,7.75,17,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b9d0591-9135-11e8-bfcb-0a58ac1305b1",2,21.5,63,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"3ba31049-972d-4171-818b-18dab2cd7d38",2,17.6499995,22,"0",0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
"3bcd93c8-6868-4324-a95d-1bcddd6b926e",2,5.5,19,"1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3c0d4d69-4ef4-48fa-be01-512d1b66fa1e",3,25.6333333333333,40,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
"3c545bcd-4007-48f8-9eb2-a000e6ab8db7",4,5,19,"1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3c722491-64de-4360-9914-ad521029e130",2,13.5,21,"1",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"3c756da7-be9a-47ad-84cc-38913bc1c4e9",3,9.43333333333333,23,"1",0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3c81c53c-5d7f-4188-928d-7e4e357e0b6a",2,8.9,29,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3cd75a5c-325a-11e8-b22c-0a58ac130054",2,11.95,36,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3ce50475-08c2-4f55-9b6d-bb96f828fd1f",3,11,23,"0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3d31e3b8-f9a9-4fb9-b2ad-1821ab86373f",3,4.5,25,"1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3de130d3-06b4-498c-8cd7-8ad951c8c987",3,12.4333333333333,39,"1",0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"3e78dc8c-876a-11e8-941f-0a58ac13066c",2,19.95,19,"1",0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
"3e921b97-627e-4cc2-b2b8-d88619fee9ce",2,12.9,59,"0",0,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0
"3ee1f857-bb89-4387-9cdd-660fb52fcbe9",2,3.15,18,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3f0c8c9a-1ba8-11e8-a852-0a58ac130270",2,18.15,21,"0",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3f2af8c2-4eac-11e8-8378-0a58ac130356",4,12.75,22,"1",2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"3f9a45e9-7c06-4893-8dd3-8a5e1cfe55c2",5,7.06,19,"1",0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"400784d1-1edb-11e8-bc1d-0a58ac130020",3,9.16666666666667,32,"1",1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405d7a5f-387c-4e70-b852-069932afd61c",3,12.9666666666667,27,"1",0,6,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0
"410fa8ee-9046-41f3-83ae-20b356f3f1c0",3,11.1333333333333,28,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41442780-4eb1-11e8-837c-0a58ac130356",2,18.25,23,"0",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"41676d4e-45d2-11e8-b0a6-0a58ac130519",2,2.25,23,"1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417e1a22-4863-11e8-b4f3-0a58ac130522",2,8,60,"1",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"41f2cf2f-1a81-11e8-a761-0a58ac13001a",3,6.76666666666667,20,"0",0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"423b7748-7ee0-4637-becc-d210e8374627",4,4.125,25,"1",0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"42842a9b-8ce5-11e8-ba37-0a58ac1305b1",4,16.7,37,"1",1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
"43498d69-ba3b-4702-be13-a1fb8f8a4072",3,35.2333333333333,26,"1",0,2,0,0,0,0,0,14,1,0,0,0,1,4,1,0,0,0,0,0
"434cf0f2-2788-4d8e-8bb7-c49b6b05b697",4,12.625,33,"1",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43e35c90-7c76-11e8-ac38-0a58ac130661",3,15.1833333333333,27,"1",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"43e65736-bf9b-422e-813a-dd8e0014196f",3,10.7666666666667,18,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440a7a5a-9482-11e8-84d5-0a58ac1305b1",2,10.25,28,"0",0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"4415933b-e70b-4f17-9b1a-ed37f1350e4b",4,3,17,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"4425b315-7190-444b-b0bd-e037638955a1",2,8,77,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44720313-8f31-45df-8d39-3ff63d338fca",2,18,41,"1",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"450106df-af26-46d5-9bc2-76b32d59b51c",2,9.75,23,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4502da5b-8593-11e8-b315-0a58ac1303f0",2,16.95,27,"0",0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"45613b9e-5a0c-4152-b7dd-cd74a4539382",5,5.3,26,"0",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"45e6af03-804f-4418-841d-45eb0198a0d3",2,4.25,25,"1",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462008f7-9b8f-4385-b086-be0e6966f4f6",2,17,58,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4633b09d-4c58-11e8-9cbc-0a58ac1300da",5,4.4,28,"1",0,0,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"46b4015e-0ed1-11e8-a65d-0a58ac13001a",6,4.16666666666667,15,"1",0,0,0,0,2,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0
"46d5eaa2-256a-480e-97bd-b007cd548ca0",3,7.16666666666667,22,"0",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"46eed0d6-2ced-11e8-a2d8-0a58ac13002f",2,6.5,21,"1",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"46f3d218-7493-4743-9189-61524e3160c7",2,2.5,27,"0",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479e1eca-446e-4cfe-8141-0d3c3a40ae2c",3,3.33333333333333,18,"1",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"47a367ef-c9d4-4ce3-8e9a-8d732af40255",2,5.75,42,"0",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"47bd10da-65c8-4d3d-8de1-bf0effd72888",2,8.75,64,"1",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"480d54d6-91af-11e8-807d-0a58ac1305b1",2,37.15,32,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480fd037-5d73-43cf-9619-bb7b1657451b",2,5.75,31,"0",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481d3a7f-0d78-45bb-a2d8-a1420ab6bb64",3,8,23,"1",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"48359a29-04e0-43b8-bffc-2632b7cedc14",3,4,26,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4850ec21-4297-11e8-b250-0a58ac130517",4,20.25,53,"1",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486108a1-4dd9-11e8-b81e-0a58ac130522",2,10,58,"1",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"48c3c9e4-4958-40f9-a4e8-d782d451a26d",3,9.16666666666667,32,"1",0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"48d04739-6719-11e8-a915-0a58ac130590",2,19.25,31,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493fdbc4-82d2-4039-acf5-75f42dc0f7fd",2,4.35,16,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4948b577-6c89-11e8-b28b-0a58ac130642",2,8,16,"0",0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4962d6fe-78f2-4d29-9b2c-525697b02ee7",2,10,27,"1",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
"498aa8af-205e-11e8-bc57-0a58ac130020",3,8.16666666666667,20,"0",0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"49a77788-ad91-4af8-9759-57b9507c6003",2,10.5,26,"0",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49dac812-012a-11e8-aa7a-0a58ac13023a",2,8.25,26,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"4a2a922c-52ad-11e8-ba31-0a58ac13035b",2,10.65,18,"0",0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4aa491e3-4ea9-400f-9da1-6eacc37ba0e8",5,6,28,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4abc4222-08bf-4504-86cc-3a051d768ca1",11,2.95454545454545,24,"1",0,3,7,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0
"4adb0522-82a1-11e8-b057-0a58ac1303f0",2,19.275,44,"1",0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
"4b9fb1c3-5cdb-11e8-9092-0a58ac130393",4,6.625,36,"1",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0
"4bb5b661-48ea-11e8-b517-0a58ac130522",2,8.5,25,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4be6fd7a-1f6b-11e8-bc2e-0a58ac130020",2,1.5,19,"0",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"4c5b5e87-0ec6-40b2-8fcd-d41f53d61e23",2,11.75,28,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"4c66cdce-574e-4c86-9cf1-979af6a0dfa3",2,21.55,30,"0",1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4c72767b-0e0c-4429-bd7e-4ae9f9677dda",4,8.125,25,"1",0,3,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0
"4da768ea-1b30-4b7b-b760-b3f62ec7e721",2,20,42,"0",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4dd1cf71-f2be-4e6b-bf40-421d22a5c53b",4,20.925,23,"1",1,0,2,1,1,0,1,1,4,0,0,0,0,0,0,0,2,0,4,0
"4e2d6fbc-1e73-4c88-b4e5-c82352c2d6c6",2,2.75,23,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e71f692-2720-11e8-836a-0a58ac13027b",3,5.16666666666667,29,"0",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e93d214-2c9b-11e8-8662-0a58ac13027e",3,8.7,32,"0",0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"4eb35412-26b6-11e8-b7ee-0a58ac13027b",3,3.5,39,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4f42a6c6-9298-408e-ae75-736f377e0bec",3,4.33333333333333,26,"1",0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0
"4f7c32a4-19a0-4f1e-9b13-183951230cfd",2,6.25,31,"0",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4fad569f-1f2a-4591-92b2-4161ee578dcf",2,5.7,22,"0",0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4fc5b252-a264-4861-8c88-2e005e138830",2,9,31,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4fd77db6-5bfa-42e9-bf63-661f9a1a2871",2,13.45,42,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"500d99d1-9d84-4ee2-b8ce-f76d34cdac81",3,6.5,44,"0",0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5031c961-5f54-433c-8c42-438b4d71d791",2,21.5,24,"1",0,3,1,1,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0
"508b4556-8f0a-4de0-8716-8e3e98371091",2,4.35,59,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509b4e16-21a9-11e8-bc84-0a58ac130020",2,23,45,"1",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
